142	NM_001350468	chr6	+	72982865	73169566	73002116	73167137	22	72982865,73000196,73002041,73004246,73008737,73012238,73014438,73016753,73017344,73017638,73019184,73024551,73025409,73058357,73073681,73079929,73100023,73157020,73159120,73164671,73165377,73166918,	72983062,73000264,73002152,73004346,73008861,73012285,73014551,73016884,73017516,73017792,73019256,73024705,73025535,73058470,73073794,73080096,73100259,73157159,73159233,73164773,73165517,73169566,	0	RIMS1	cmpl	cmpl	-1,-1,0,0,1,2,1,0,2,0,1,1,2,2,1,0,2,1,2,1,1,0,
142	NM_001350467	chr6	+	72982865	73169566	73002116	73167137	23	72982865,73000196,73002041,73004246,73008737,73012238,73014438,73016753,73017344,73017638,73019184,73024548,73025409,73050470,73058357,73073681,73079929,73100023,73157020,73159120,73164671,73165377,73166918,	72983062,73000264,73002152,73004346,73008861,73012285,73014551,73016884,73017516,73017792,73019256,73024705,73025535,73050542,73058470,73073794,73080096,73100259,73157159,73159233,73164773,73165517,73169566,	0	RIMS1	cmpl	cmpl	-1,-1,0,0,1,2,1,0,2,0,1,1,2,2,2,1,0,2,1,2,1,1,0,
142	NM_001350466	chr6	+	72982865	73169566	73002116	73167137	25	72982865,73000196,73002041,73004246,73008737,73012238,73014438,73016753,73017344,73017638,73019184,73024548,73025409,73027128,73032383,73058357,73062360,73073681,73079929,73100050,73157020,73159120,73164671,73165377,73166918,	72983062,73000264,73002152,73004346,73008861,73012285,73014551,73016884,73017516,73017792,73019256,73024705,73025535,73027191,73032473,73058470,73062390,73073794,73080096,73100259,73157159,73159233,73164773,73165517,73169566,	0	RIMS1	cmpl	cmpl	-1,-1,0,0,1,2,1,0,2,0,1,1,2,2,2,2,1,1,0,2,1,2,1,1,0,
142	NM_001350465	chr6	+	72982865	73169566	73002116	73167137	21	72982865,73000196,73002041,73004246,73008737,73012238,73014438,73016753,73017344,73017638,73019184,73024548,73025409,73027128,73032383,73058357,73157020,73159120,73164671,73165377,73166918,	72983062,73000264,73002152,73004346,73008861,73012285,73014551,73016884,73017516,73017792,73019256,73024705,73025535,73027191,73032473,73058470,73157159,73159233,73164773,73165517,73169566,	0	RIMS1	cmpl	cmpl	-1,-1,0,0,1,2,1,0,2,0,1,1,2,2,2,2,1,2,1,1,0,
142	NM_001350464	chr6	+	72982865	73169566	73002116	73167137	24	72982865,73000196,73002041,73004246,73008737,73012238,73014438,73016753,73017344,73017638,73019184,73024548,73025409,73027128,73032383,73058357,73073681,73079929,73100023,73157020,73159120,73164671,73165377,73166918,	72983062,73000264,73002152,73004346,73008861,73012285,73014551,73016884,73017516,73017792,73019256,73024705,73025535,73027191,73032473,73058470,73073794,73080096,73100259,73157159,73159233,73164773,73165517,73169566,	0	RIMS1	cmpl	cmpl	-1,-1,0,0,1,2,1,0,2,0,1,1,2,2,2,2,1,0,2,1,2,1,1,0,
806	NM_001350637	chr6	-	29070540	29081366	29070756	29075726	8	29070540,29074489,29075242,29075711,29079268,29079616,29080763,29081323,	29072342,29074594,29075393,29075803,29079350,29079821,29081014,29081366,	0	ZNF311	cmpl	cmpl	1,1,0,0,-1,-1,-1,-1,
588	NM_001350637	chr6_cox_hap1	-	417867	428703	418083	423053	8	417867,421816,422569,423038,426595,426943,428100,428660,	419669,421921,422720,423130,426677,427148,428351,428703,	0	ZNF311	cmpl	cmpl	1,1,0,0,-1,-1,-1,-1,
586	NM_001350637	chr6_qbl_hap2	-	219905	230731	220121	225091	8	219905,223854,224607,225076,228633,228981,230128,230688,	221707,223959,224758,225168,228715,229186,230379,230731,	0	ZNF311	cmpl	cmpl	1,1,0,0,-1,-1,-1,-1,
607	NM_001144962	chr6_cox_hap1	+	2960789	2972755	2962112	2972537	4	2960789,2962100,2971553,2971947,	2960912,2962377,2971775,2972755,	0	NFKBIL1	cmpl	cmpl	-1,0,1,1,
832	NM_001304561	chr6	-	32469093	32482885	32469723	32482878	8	32469093,32469717,32470498,32471793,32477539,32478689,32480693,32482799,	32469144,32469812,32470780,32472141,32477560,32478971,32481041,32482885,	0	BTNL2	cmpl	cmpl	-1,1,1,1,1,1,1,0,
1806	NR_037166	chr6	-	160101280	160103354	160103354	160103354	2	160101280,160103015,	160102658,160103354,	0	SOD2-OT1	unk	unk	-1,-1,
1639	NM_006290	chr6	+	138230017	138246144	138234057	138244149	9	138230017,138234042,138237674,138238517,138238825,138239905,138241261,138242900,138243864,	138230324,138234352,138237865,138238665,138238996,138240086,138242181,138243082,138246144,	0	TNFAIP3	cmpl	cmpl	-1,0,1,0,1,1,2,1,0,
1018	NR_125866	chr6	+	56816742	56837095	56837095	56837095	4	56816742,56834584,56835827,56836611,	56816823,56834672,56836001,56837095,	0	LOC101930010	unk	unk	-1,-1,-1,-1,
921	NR_125865	chr6	-	44071438	44079365	44079365	44079365	4	44071438,44074932,44076757,44079300,	44073023,44075223,44076831,44079365,	0	LOC101929705	unk	unk	-1,-1,-1,-1,
921	NR_125864	chr6	-	44071438	44150367	44150367	44150367	5	44071438,44074932,44076305,44076757,44150211,	44073023,44075223,44076430,44076831,44150367,	0	LOC101929705	unk	unk	-1,-1,-1,-1,-1,
1855	NR_125862	chr6	+	166570446	166590422	166590422	166590422	5	166570446,166576279,166587894,166588449,166590218,	166570518,166577406,166587983,166588502,166590422,	0	LOC101929297	unk	unk	-1,-1,-1,-1,-1,
917	NM_001271882	chr6	-	43582680	43586059	43582953	43584539	6	43582680,43583171,43583541,43584013,43584475,43585921,	43583024,43583394,43583642,43584136,43584636,43586059,	0	LRRC73	cmpl	cmpl	1,0,1,1,0,-1,
814	NR_026751	chr6	-	30076766	30136945	30136945	30136945	6	30076766,30110663,30111671,30133870,30136496,30136834,	30078488,30110866,30111739,30133946,30136751,30136945,	0	ZNRD1ASP	unk	unk	-1,-1,-1,-1,-1,-1,
74	NR_026751	chr6_cox_hap1	-	1417011	1477579	1477579	1477579	6	1417011,1451255,1452263,1474504,1477130,1477468,	1418733,1451458,1452331,1474580,1477385,1477579,	0	ZNRD1ASP	unk	unk	-1,-1,-1,-1,-1,-1,
966	NM_001037729	chr6	-	50044348	50045297	50044348	50045297	2	50044348,50045239,	50044539,50045297,	0	DEFB113	cmpl	cmpl	1,0,
917	NM_001286656	chr6	-	43526067	43531340	43526254	43530541	6	43526067,43527655,43528738,43530126,43530465,43531110,	43526990,43527800,43528851,43530190,43530596,43531340,	0	DLK2	cmpl	cmpl	2,1,2,1,0,-1,
162	NM_001288629	chr6	-	94006460	94186021	94009864	94185780	17	94006460,94011736,94013230,94021085,94022266,94023900,94024537,94025792,94030298,94031032,94035930,94038736,94123155,94124694,94176939,94181141,94185683,	94009979,94011892,94013424,94021235,94022476,94023962,94024723,94025918,94030354,94031141,94036099,94038861,94123491,94124850,94177609,94181206,94186021,	0	EPHA7	cmpl	cmpl	2,2,0,0,0,1,1,1,2,1,0,1,1,1,0,1,0,
1303	NM_001288630	chr6	-	94176092	94186021	94176931	94185780	3	94176092,94181141,94185683,	94177609,94181206,94186021,	0	EPHA7	cmpl	cmpl	0,1,0,
1076	NM_015153	chr6	+	64414389	64483377	64414415	64481563	15	64414389,64447859,64451988,64459585,64462429,64466071,64466297,64468198,64470356,64471384,64473877,64474577,64477005,64479021,64479440,	64414659,64448021,64453771,64459892,64462613,64466216,64466454,64468315,64470488,64471520,64474073,64474725,64477095,64479217,64483377,	0	PHF3	cmpl	cmpl	0,1,1,2,0,1,2,0,0,0,1,2,0,0,1,
168	NM_001346530	chr6	-	99825757	99904907	99835760	99897533	6	99825757,99846300,99878040,99887947,99897494,99904612,	99836050,99846417,99878264,99888144,99897630,99904907,	0	FAXC	cmpl	cmpl	1,1,2,0,0,-1,
789	NM_001242797	chr6	-	26742589	26767959	26745551	26746760	5	26742589,26751865,26766764,26766983,26767647,	26746935,26751935,26766853,26767058,26767959,	0	ZNF322	cmpl	cmpl	0,-1,-1,-1,-1,
114	NM_001168370	chr6	-	43113332	43129661	43113403	43129574	26	43113332,43113982,43114281,43114557,43115871,43116245,43116630,43118517,43118789,43119163,43120467,43120942,43121302,43121701,43121951,43122226,43122595,43123863,43124047,43125122,43125678,43125975,43126683,43127327,43127828,43129426,	43113727,43114188,43114408,43114703,43116142,43116462,43116791,43118700,43118896,43119346,43120601,43121118,43121398,43121807,43122123,43122317,43122823,43123969,43124285,43125378,43125875,43126114,43127184,43127479,43128512,43129661,	0	CUL7	cmpl	cmpl	0,1,0,1,0,2,0,0,1,1,2,0,0,2,1,0,0,2,1,0,1,0,0,1,1,0,
846	NM_001008703	chr6	-	34322134	34324863	34322557	34323546	5	34322134,34322798,34323221,34323435,34324733,	34322623,34322904,34323247,34323619,34324863,	0	SMIM29	cmpl	cmpl	0,2,0,0,-1,
1591	NM_000045	chr6	+	131936036	131947165	131936115	131946741	8	131936036,131939495,131941943,131944051,131945453,131945892,131946187,131946574,	131936172,131939568,131942118,131944211,131945548,131945997,131946324,131947165,	0	ARG1	cmpl	cmpl	0,0,1,2,0,2,2,1,
13	NM_020804	chr6	+	34541815	34610978	34602060	34608285	10	34541815,34601997,34603086,34604396,34605151,34605420,34605997,34606214,34607354,34608175,	34542025,34602123,34603243,34604632,34605307,34605596,34606118,34606342,34607542,34610978,	0	PACSIN1	cmpl	cmpl	-1,0,0,1,0,0,2,0,2,1,
820	NM_005803	chr6	-	30803464	30818607	30803871	30817945	13	30803464,30805777,30806183,30806437,30806674,30815913,30816251,30816434,30816945,30817369,30817547,30817902,30818282,	30803901,30805942,30806321,30806483,30806856,30816066,30816347,30816554,30817089,30817460,30817623,30817959,30818607,	0	FLOT1	cmpl	cmpl	0,0,0,2,0,0,0,0,0,2,1,0,-1,
829	NM_001252204	chr6	+	32090549	32111173	32090600	32111033	40	32090549,32090797,32091210,32091621,32091770,32092077,32092330,32092565,32092768,32099684,32099899,32100224,32100539,32100878,32101288,32101582,32101917,32102206,32102408,32102737,32102990,32103444,32103597,32103822,32104211,32104447,32104699,32104921,32105321,32105636,32106197,32107306,32107497,32107979,32109545,32109813,32109988,32110269,32110615,32110891,	32090665,32090996,32091412,32091692,32091859,32092160,32092427,32092671,32092901,32099800,32100079,32100407,32100725,32101037,32101415,32101657,32102115,32102318,32102479,32102877,32103200,32103496,32103687,32104032,32104287,32104604,32104816,32105093,32105554,32105804,32106257,32107400,32107637,32108054,32109648,32109903,32110087,32110353,32110748,32111173,	0	C4A	cmpl	cmpl	0,2,0,1,0,2,1,2,0,1,0,0,0,0,0,1,1,1,2,1,0,0,1,1,1,2,0,0,1,0,0,0,1,0,0,1,1,1,1,2,
826	NM_002341	chr6	-	31656314	31658181	31656464	31658173	4	31656314,31657314,31657569,31658011,	31656919,31657386,31657615,31658181,	0	LTB	cmpl	cmpl	1,1,0,0,
898	NM_006789	chr6	+	41128917	41140608	41129064	41137588	3	41128917,41137044,41139817,	41129195,41137609,41140608,	0	APOBEC2	cmpl	cmpl	0,2,-1,
840	NR_027692	chr6	+	33486750	33492208	33492208	33492208	15	33486750,33488002,33488262,33488452,33488950,33489163,33489490,33489795,33489997,33490231,33490479,33490720,33490989,33491344,33491564,	33486970,33488177,33488344,33488548,33489051,33489312,33489586,33489864,33490121,33490299,33490584,33490899,33491084,33491425,33492208,	0	PHF1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1148	NR_046621	chr6	-	73901246	73909958	73909958	73909958	5	73901246,73901730,73902010,73903076,73909869,	73901471,73901796,73902603,73903204,73909958,	0	KCNQ5-AS1	unk	unk	-1,-1,-1,-1,-1,
609	NM_001128590	chr6_qbl_hap2	+	3221093	3224448	3221200	3223912	9	3221093,3221871,3222133,3222323,3222526,3222782,3223183,3223445,3223646,	3221402,3222026,3222235,3222425,3222613,3222983,3223362,3223549,3224448,	0	CYP21A2	cmpl	cmpl	0,1,0,0,0,0,0,2,1,
76	NM_183373	chr6	-	3667834	3697245	3668851	3696764	5	3667834,3672783,3682311,3683289,3696508,	3668969,3672895,3682429,3683381,3697245,	0	PXDC1	cmpl	cmpl	2,1,0,1,0,
607	NM_138282	chr6_cox_hap1	-	2958393	2960787	2959350	2960111	3	2958393,2960051,2960570,	2959524,2960152,2960787,	0	ATP6V1G2	cmpl	cmpl	0,0,-1,
606	NM_138282	chr6_qbl_hap2	-	2759849	2762243	2760806	2761567	3	2759849,2761507,2762026,	2760980,2761608,2762243,	0	ATP6V1G2	cmpl	cmpl	0,0,-1,
827	NM_138277	chr6	+	31799099	31802464	31799139	31800629	5	31799099,31799394,31799897,31800342,31800501,	31799200,31799742,31799988,31800383,31802464,	0	MPIG6B	cmpl	cmpl	0,1,1,2,1,
608	NM_138277	chr6_cox_hap1	+	3137244	3140609	3137284	3138774	5	3137244,3137539,3138042,3138487,3138646,	3137345,3137887,3138133,3138528,3140609,	0	MPIG6B	cmpl	cmpl	0,1,1,2,1,
607	NM_138277	chr6_qbl_hap2	+	2938697	2942062	2938737	2940227	5	2938697,2938992,2939495,2939940,2940099,	2938798,2939340,2939586,2939981,2942062,	0	MPIG6B	cmpl	cmpl	0,1,1,2,1,
827	NM_138275	chr6	+	31799099	31802464	31799139	31800830	4	31799099,31799394,31800520,31800725,	31799200,31799742,31800600,31802464,	0	MPIG6B	cmpl	cmpl	0,1,1,0,
608	NM_138275	chr6_cox_hap1	+	3137244	3140609	3137284	3138975	4	3137244,3137539,3138665,3138870,	3137345,3137887,3138745,3140609,	0	MPIG6B	cmpl	cmpl	0,1,1,0,
607	NM_138275	chr6_qbl_hap2	+	2938697	2942062	2938737	2940428	4	2938697,2938992,2940118,2940323,	2938798,2939340,2940198,2942062,	0	MPIG6B	cmpl	cmpl	0,1,1,0,
827	NM_138274	chr6	+	31799099	31802464	31799139	31800799	4	31799099,31799394,31800501,31800725,	31799200,31799742,31800600,31802464,	0	MPIG6B	cmpl	cmpl	0,1,1,1,
608	NM_138274	chr6_cox_hap1	+	3137244	3140609	3137284	3138944	4	3137244,3137539,3138646,3138870,	3137345,3137887,3138745,3140609,	0	MPIG6B	cmpl	cmpl	0,1,1,1,
607	NM_138274	chr6_qbl_hap2	+	2938697	2942062	2938737	2940397	4	2938697,2938992,2940099,2940323,	2938798,2939340,2940198,2942062,	0	MPIG6B	cmpl	cmpl	0,1,1,1,
827	NM_138273	chr6	+	31799099	31802464	31799139	31800830	5	31799099,31799394,31800342,31800501,31800725,	31799200,31799742,31800383,31800600,31802464,	0	MPIG6B	cmpl	cmpl	0,1,1,0,0,
608	NM_138273	chr6_cox_hap1	+	3137244	3140609	3137284	3138975	5	3137244,3137539,3138487,3138646,3138870,	3137345,3137887,3138528,3138745,3140609,	0	MPIG6B	cmpl	cmpl	0,1,1,0,0,
607	NM_138273	chr6_qbl_hap2	+	2938697	2942062	2938737	2940428	5	2938697,2938992,2939940,2940099,2940323,	2938798,2939340,2939981,2940198,2942062,	0	MPIG6B	cmpl	cmpl	0,1,1,0,0,
827	NM_138272	chr6	+	31799099	31802464	31799139	31800830	6	31799099,31799394,31799897,31800342,31800520,31800725,	31799200,31799742,31799988,31800383,31800600,31802464,	0	MPIG6B	cmpl	cmpl	0,1,1,2,1,0,
899	NM_178174	chr6	-	41224975	41230065	41225319	41230004	6	41224975,41225976,41226534,41226997,41229473,41229961,	41225634,41226029,41226623,41227100,41229806,41230065,	0	TREML1	cmpl	cmpl	0,1,2,1,1,0,
610	NM_006913	chr6_qbl_hap2	+	3361128	3363537	3361255	3363070	6	3361128,3362284,3362394,3362620,3362752,3362972,	3361395,3362303,3362507,3362675,3362870,3363537,	0	RNF5	cmpl	cmpl	0,2,0,2,0,1,
1478	NM_001361191	chr6	-	117063473	117096666	117063687	117088673	9	117063473,117073569,117075314,117079427,117079859,117084539,117086658,117088591,117096421,	117063735,117073790,117075466,117079593,117080048,117084708,117086780,117088702,117096666,	0	ZUP1	cmpl	cmpl	0,1,2,1,1,0,1,0,-1,
173	NM_001004317	chr6	+	105511615	105637900	105511818	105633351	4	105511615,105512666,105580865,105632981,	105511828,105512854,105581050,105637900,	0	LIN28B	cmpl	cmpl	0,1,0,2,
1798	NM_001009991	chr6	+	158991033	159105896	159004288	159105624	17	158991033,158992772,159002288,159003769,159004224,159006414,159023944,159048249,159049341,159066522,159086499,159092947,159098230,159101659,159103095,159104323,159105514,	158991098,158992862,159002389,159003832,159004398,159006633,159024009,159048301,159049411,159066657,159086678,159093050,159098401,159101765,159103198,159104529,159105896,	0	SYTL3	cmpl	cmpl	-1,-1,-1,-1,0,2,2,1,2,0,0,2,0,0,1,2,1,
1243	NM_001350546	chr6	-	86271933	86360593	86272403	86338590	28	86271933,86273669,86274404,86280236,86280506,86280942,86284192,86284444,86292562,86294698,86296628,86300035,86303228,86305274,86308421,86309618,86310041,86313548,86313753,86313942,86314737,86316159,86324412,86331768,86338573,86338734,86340694,86360270,	86272442,86273726,86274496,86280332,86280671,86281066,86284312,86284485,86292674,86294799,86296712,86300237,86303361,86305301,86308480,86309743,86310197,86313663,86313834,86313987,86314813,86316316,86324497,86331856,86338652,86338811,86340815,86360593,	0	SNX14	cmpl	cmpl	0,0,1,1,1,0,0,1,0,1,1,0,2,2,0,1,1,0,0,0,2,1,0,2,0,-1,-1,-1,
605	NM_001243042	chr6_cox_hap1	-	2686287	2689675	2686707	2689610	8	2686287,2686876,2687031,2687504,2687748,2688611,2689137,2689537,	2686712,2686924,2687064,2687624,2688024,2688887,2689407,2689675,	0	HLA-C	cmpl	cmpl	1,1,1,1,1,1,1,0,
75	NR_026791	chr6_cox_hap1	+	2616816	2623022	2623022	2623022	2	2616816,2621425,	2616939,2623022,	0	HCG27	unk	unk	-1,-1,
921	NM_001324369	chr6	+	44076314	44083330	44078448	44078841	3	44076314,44077767,44078395,	44076415,44077842,44083330,	0	C6orf223	cmpl	cmpl	-1,-1,0,
153	NM_001242794	chr6	-	84319323	84475846	84322590	84474365	20	84319323,84322580,84326541,84327301,84341447,84342460,84346887,84348659,84372122,84374136,84377087,84383406,84407533,84423191,84425436,84427939,84428784,84431876,84474235,84475763,	84320723,84322683,84326646,84327385,84341559,84342491,84347037,84348794,84372241,84374246,84377115,84383477,84407640,84423303,84425530,84428042,84428860,84432019,84474395,84475846,	0	SNAP91	cmpl	cmpl	-1,0,0,0,2,1,1,1,2,0,2,0,1,0,2,1,0,1,0,-1,
1114	NR_125872	chr6	-	69399275	69400937	69400937	69400937	2	69399275,69400797,	69399669,69400937,	0	LOC101928307	unk	unk	-1,-1,
1428	NM_001024934	chr6	-	110527714	110607900	110528417	110555497	10	110527714,110529483,110531273,110533302,110534972,110536423,110541221,110555364,110606493,110607334,	110528575,110530112,110531453,110533475,110535090,110536577,110541356,110555525,110606638,110607900,	0	WASF1	cmpl	cmpl	1,2,2,0,2,1,1,0,-1,-1,
1521	NM_004506	chr6	+	122762394	122795963	122762581	122795064	13	122762394,122775216,122775480,122776368,122779064,122782011,122782978,122784993,122785561,122786424,122790746,122794273,122794768,	122762674,122775325,122775608,122776493,122779140,122782073,122783066,122785142,122785801,122786530,122790800,122794358,122795963,	0	HSF2	cmpl	cmpl	0,0,1,0,2,0,2,0,2,2,0,0,1,
221	NM_001010927	chr6	+	155579788	155620549	155603412	155619947	13	155579788,155603355,155606836,155607483,155608448,155610825,155612676,155613738,155614770,155615773,155616798,155617244,155619309,	155579916,155603535,155606905,155607609,155608557,155611005,155612795,155613847,155614829,155615879,155616886,155617399,155620549,	0	TIAM2	cmpl	cmpl	-1,0,0,0,0,1,1,0,1,0,1,2,1,
193	NR_146803	chr6	+	126349268	126442557	126442557	126442557	17	126349268,126356595,126358805,126360891,126361061,126361388,126362295,126371230,126371495,126373763,126375609,126375808,126383998,126401543,126403633,126439069,126440076,	126349461,126356661,126358879,126360973,126361154,126361523,126362452,126371311,126371584,126374256,126375691,126375940,126384119,126401764,126403684,126439349,126442557,	0	TRMT11	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
83	NM_001242385	chr6	-	10870941	10946774	10872670	10938867	13	10870941,10883546,10892642,10899893,10904216,10910110,10911938,10917028,10921862,10926068,10927104,10938766,10946700,	10872825,10883678,10892791,10900066,10904528,10910278,10912110,10917161,10921942,10926190,10927159,10939096,10946774,	0	MAK	cmpl	cmpl	1,1,2,0,0,0,2,1,2,0,2,0,-1,
1798	NM_001242384	chr6	+	158991033	159105896	159004288	159105624	19	158991033,158992772,159002288,159003769,159004224,159006414,159023944,159048249,159049341,159054819,159059106,159066522,159086499,159092947,159098230,159101659,159103095,159104323,159105514,	158991098,158992862,159002405,159003832,159004398,159006633,159024009,159048301,159049411,159054898,159059231,159066657,159086678,159093050,159098401,159101765,159103198,159104529,159105896,	0	SYTL3	cmpl	cmpl	-1,-1,-1,-1,0,2,2,1,2,0,1,0,0,2,0,0,1,2,1,
202	NM_001350503	chr6	-	135646802	135860596	135648475	135855068	29	135646802,135653253,135663330,135681349,135685992,135720962,135757606,135767781,135774178,135789997,135791459,135792712,135794038,135795857,135801205,135805412,135809838,135811120,135816171,135818564,135820324,135825955,135828644,135830411,135853453,135855058,135858369,135858644,135860413,	135648478,135653356,135663389,135681447,135686155,135721018,135757727,135767808,135774375,135790138,135791590,135792831,135794145,135796087,135801329,135805545,135809991,135811306,135816267,135818757,135820544,135826137,135829204,135830465,135853578,135855122,135858540,135858729,135860596,	0	AHI1	cmpl	cmpl	0,2,0,1,0,1,0,0,1,1,2,0,1,2,1,0,0,0,0,2,1,2,0,0,1,0,-1,-1,-1,
964	NM_003296	chr6	-	49768029	49789262	49768444	49784868	10	49768029,49771507,49773531,49774033,49775475,49776339,49784802,49786956,49788172,49789146,	49768572,49771596,49773629,49774179,49775563,49776456,49784877,49786993,49788276,49789262,	0	CRISP2	cmpl	cmpl	1,2,0,1,0,0,0,-1,-1,-1,
